Plot,Section,Tag,DBH_2019,Date_2019,Species_code,Status_2019,Sapflux,DBH_2020,Date_2020,Status_2020,Date_2021,DBH_2021,Status_2021,In_Plot,Notes,JS_codes
Salt,West,1851,30.2,2019-02-24,FAGR,LI,S14,30.6,2020-03-10,LI,2021-03-09,31,LI,TRUE,,
Salt,West,1852,50.1,2019-02-24,LITU,LI,,50.6,2020-03-10,LI,2021-03-09,50.6,LI,TRUE,,
Salt,West,1853,62.7,2019-02-24,LITU,LI,,62.9,2020-03-10,LI,2021-03-09,63.5,LI,TRUE,,
Salt,West,1854,12.8,2019-02-24,FAGR,LI,,13.1,2020-03-10,LI,2021-03-09,13.1,LI,TRUE,,SP
Salt,West,1855,42.4,2019-02-24,LITU,LI,,42.7,2020-03-10,LI,2021-03-09,43.2,LI,TRUE,,
Salt,West,1856,5.3,2019-02-24,FAGR,LI,,5.4,2020-03-10,LI,2021-03-09,5.5,LI,TRUE,,
Salt,West,1857,5.2,2019-02-24,FAGR,LI,,5.3,2020-03-10,LI,2021-03-09,5.4,LI,TRUE,,
Salt,West,1858,4.8,2019-02-24,FAGR,LI,,4.8,2020-03-10,LI,2021-03-09,4.8,LI,TRUE,,
Salt,West,1859,7,2019-02-24,FAGR,LI,,7,2020-03-10,LI,2021-03-09,7.1,LI,TRUE,,
Salt,West,1860,35.9,2019-02-24,LIST2,LI,,35.9,2020-03-10,LI,2021-03-09,,,FALSE,,SP
Salt,West,1861,39.9,2019-02-24,LITU,LI,,40,2020-03-10,LI,2021-03-09,40.1,LI,TRUE,,
Salt,West,1862,24.2,2019-02-24,LITU,LI,,24.3,2020-03-10,LI,2021-03-09,24.3,LI,TRUE,,
Salt,West,1863,9.2,2019-02-24,FAGR,LI,,9.3,2020-03-10,LI,2021-03-09,9.5,LI,TRUE,,
Salt,West,1864,23.5,2019-02-24,FAGR,LI,,23.5,2020-03-10,LI,2021-03-09,24,LI,TRUE,,
Salt,West,1865,34.1,2019-02-24,ACRU,LI,S9,34.2,2020-03-10,LI,2021-03-09,34.4,LI,TRUE,,
Salt,West,1866,2.4,2019-02-24,FAGR,LI,,2.6,2020-03-10,LI,2021-03-09,2.7,LI,TRUE,,
Salt,West,1867,3,2019-02-24,FAGR,LI,,3,2020-03-10,LI,2021-03-09,3.1,LI,TRUE,,
Salt,West,1868,32.5,2019-02-24,FAGR,LI,S17,33.1,2020-03-10,LI,2021-03-09,33.1,LI,TRUE,,
Salt,West,1869,19,2019-02-24,ACRU,LI,,19,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1870,51.6,2019-02-24,LITU,LI,,51.6,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1871,35.8,2019-02-24,LITU,LI,,35.7,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1872,9.4,2019-02-24,FAGR,LI,,9.6,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1873,46.6,2019-02-24,LITU,LI,,47,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1874,2.6,2019-02-24,FAGR,LI,,2.7,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1875,8.6,2019-02-24,FAGR,LI,,8.8,2020-03-10,LI,2021-03-09,8.8,LI,TRUE,,
Salt,West,1876,49.5,2019-02-24,LIST2,LI,,49.5,2020-03-10,LI,2021-03-09,49.6,LI,TRUE,,"IR, SP"
Salt,West,1877,20,2019-02-24,LITU,LI,,20.1,2020-03-10,LI,2021-03-09,20.1,LI,TRUE,,SP
Salt,West,1878,10.2,2019-02-24,FAGR,LI,,10.3,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1879,10.1,2019-02-24,ACRU,LI,,10.3,2020-03-10,LI,2021-03-09,,,FALSE,,SP
Salt,West,1880,55.1,2019-02-24,LITU,LI,,55.2,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1881,10.7,2019-02-24,FAGR,LI,,10.7,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1882,7,2019-02-24,FAGR,LI,,7,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1883,10.8,2019-02-24,FAGR,LI,,10.6,2020-03-10,LI,2021-03-09,,,FALSE,,
Salt,West,1884,6.2,2019-02-24,FAGR,LI,,6.3,2020-03-10,LI,2021-03-09,6.5,LI,TRUE,Next to 1774,
Salt,West,1885,40.6,2019-02-24,LIST2,LI,,40.8,2020-03-10,LI,2021-03-09,40.6,LI,TRUE,Next to 1823,SP
Salt,,1886,,,NYSY,,,,,,2021-03-09,7.8,LI,TRUE,,
Salt,,1887,,,NYSY,,,,,,2021-03-09,3.1,LI,TRUE,By 1765,
Salt,,1888,,,NYSY,,,,,,2021-03-09,7.5,LI,TRUE,,
Salt,,1889,,,,,,,,,2021-03-09,25.4,LI,TRUE,,
Salt,,1890,,,FAGR,,,,,,2021-03-09,21.2,LI,TRUE,,
Salt,,1891,,,LITU,,,,,,2021-03-09,58.2,LI,TRUE,,
Salt,,1892,,,LITU,,,,,,2021-03-09,50.2,LI,TRUE,,
Salt,,1893,,,,,,,,,2021-03-09,17.2,LI,TRUE,,
Salt,,1894,,,FAGR,,,,,,2021-03-09,2.6,LI,TRUE,,
Salt,,1895,,,,,,,,,2021-03-09,38.9,DS,TRUE,,
Salt,,1896,,,,,,,,,2021-03-09,26.6,LI,TRUE,,
Salt,,1897,,,FAGR,,,,,,2021-03-09,1.4,LI,TRUE,,
Salt,,1898,,,FAGR,,,,,,2021-03-09,9.7,LI,TRUE,,
